x,y,class
-0.447267414414124,-0.196558576836659,0
-0.570218654040055,0.311002380068,1
-1.758224783349,-1.26739640053207,0
0.113228850518831,0.085059958462074,0
-0.809614206304702,1.34450433234479,1
1.63813472706479,-1.20131021200617,1
-0.867329642950645,-0.885629007827609,0
0.996860217313187,1.17910561295538,0
1.08358455878983,-0.683667602255339,1
2.88038091230793,-1.08048288568214,1
-0.434528929577474,-2.21609932607104,0
2.24653965379081,0.803666590262505,0
-0.995651033014796,1.46989457744337,1
1.19054312161425,0.13981805118676,1
-0.099505820575771,-1.07507787110778,0
-0.137425476206218,1.99996945912857,1
-1.27996270376227,-0.531744526937878,0
1.62866988109976,0.723706085089946,0
-1.1062876442459,0.14958650719037,1
-0.307903509899337,0.55379019451917,1
1.95229750655116,1.06196779501421,0
0.836383004149682,-0.175513179594375,1
-0.283553158786068,-0.772863641592267,0
0.481752981832415,0.143293097181201,0
1.09252017700745,0.972640013110725,0
-1.208978008155,0.60923355263859,1
0.710492334698516,2.06147746521734,0
0.127365054076207,-1.16844358761095,1
-1.23936805725338,1.01872588222536,1
-0.766113630765574,0.150489905715944,1
1.24228550126989,-0.115170875309976,1
-0.954354756572775,0.641107649350635,1
0.996406050993861,0.565973626164068,0
0.754938673103742,0.89981085814458,0
1.55004599612303,-1.48926277290653,1
-0.572093403321347,-0.173459222889198,0
-0.26919647978959,-1.75796387619609,0
-1.13247662886546,1.27750778209843,1
0.668169351798618,1.03781812259264,0
-1.02108125208499,-0.08875125093728,0
0.627261512857907,-0.499392861234358,1
-0.993264810837507,0.080557910142355,1
-1.95789217015921,0.14293417734939,1
-2.15023478188572,0.40529804124324,1
-0.427462124390679,0.195853814509461,1
0.67672890695549,-0.402555014389103,1
-0.848541049055391,-0.544065436161671,0
0.473646736103817,-0.033485295012937,0
2.10761362265983,-1.80583638252204,1
1.32339483190506,-1.55755695753359,1
1.46330505128123,1.36681311817395,0
0.583936654364498,-0.479973676645874,1
0.591245822100604,-0.558578378395181,1
0.625497803384352,0.738593579140963,0
-0.760104145771812,1.12767676219516,1
-1.94867815406926,0.650654115789133,1
-0.285862589880016,0.051765531427945,1
-0.489831586542659,-0.268709605660896,0
-1.32091149023872,-0.219154077411943,0
0.236573764261243,0.620910181534458,0
0.657575626679023,-0.509999169560397,1
0.723697440943767,-0.235990064788432,1
-2.12395534005409,-1.63414659841622,0
2.03161699120923,-0.989100214398858,1
0.137629884928803,1.0042635498813,0
-1.93175632309228,-1.05789798102262,0
0.440645342664452,0.694850959176637,0
0.008728123583938,-1.0133717127695,0
1.42513464224206,-0.521137321006574,1
0.691564506076765,0.101697241368921,0
-0.580271553703198,1.99340820610975,1
1.17846636548959,-1.65885055893075,1
-3.37764160596171,-0.671574681608355,0
1.38991178969857,-2.07925013933846,1
0.143094139786537,-0.373588911633867,1
-1.87408145796207,0.918041306283497,1
0.566711741224302,-0.016070968361114,0
-0.592141475099846,-0.42097524828325,0
-0.494843348989393,-0.578504846567857,0
-0.970837458795134,-0.879535237845364,0
0.670371173444466,1.04266560918374,0
0.726387514052525,-0.970812790315047,1
0.636572075647055,-0.588014939639126,1
0.158325888664491,0.725449485027351,0
-0.394876670642193,0.307635628164318,1
-1.27310627561353,-0.207437084608085,0
-0.577751003409411,-0.122734273784528,1
0.707923871939717,0.822550148125108,0
-1.38085827174901,-0.720542699543568,0
0.718645051460756,0.396403260799904,0
-0.358156967424643,0.986310301475847,1
-0.127170338107124,-0.230482607484043,0
0.023499263945761,-0.641369779335984,0
0.633091533031629,-0.147973023431889,1
-0.999669223344639,-1.11532475537676,0
-0.225874851072298,0.404698357062487,1
1.20115491297852,-1.33995552829863,1
0.232417713374592,0.101936840255897,0
-0.484093412490738,0.170169482743147,1
0.691637341199171,0.507579598897995,0
